station_sid,same_pole_id,jorudan_code,pickup_and_dropoff_flg
564d3d9d-0473-4fdd-b4a2-61c54444561d,1347001@HiroshimaArea,,3
772cb06b-71eb-4398-8d61-2ec5c5002e49,1347002@HiroshimaArea,,3
1e9cd799-8659-47ff-ae6d-701df01a2f7f,1349001@HiroshimaArea,,3
795162e7-89c3-4d11-ae05-1e36127a336a,1349002@HiroshimaArea,,3
b3d77ad1-02ce-4b9a-825a-5ca5f649dbce,1350001@HiroshimaArea,,3
133e71c9-e59b-4dc2-9c4c-639c4a9e5e9f,1350002@HiroshimaArea,,3
02567514-c629-4860-89a8-da1f4914625d,1351001@HiroshimaArea,,3
c29cb39b-8135-467b-9577-57c738fcd1fc,1351002@HiroshimaArea,,3
14bed4d7-d3b6-4d37-ac86-1e1193dadaa1,1352001@HiroshimaArea,,3
b4c47fad-0f36-4f68-9406-6ca77be86644,1352002@HiroshimaArea,,3
681e75e8-d7ab-49ef-b1a3-9c0e0002022a,1353001@HiroshimaArea,,3
9712b25f-4da5-4e0f-80e5-341790610187,1353002@HiroshimaArea,,3
94203cd0-cf08-46cf-9434-cffab9ee5515,1354001@HiroshimaArea,,3
a1bbc023-5c86-431a-bc12-bab20cb6a503,1354002@HiroshimaArea,,3
9f849ee9-d9d9-4c31-b681-6eeaab1ae5c1,1355001@HiroshimaArea,,3
a064c590-1f45-4ed8-8d54-00da13b9bf5e,1355002@HiroshimaArea,,3
2fd15156-852f-44c0-beeb-d97c4baa3661,1356001@HiroshimaArea,,3
a8616f61-3e38-48e4-b3fd-b188295e203f,1356002@HiroshimaArea,,3
dff86d1b-5481-49c2-9771-b7b5007d87ef,1358001@HiroshimaArea,,3
91061102-3215-4232-9f71-a3cf496ebb0f,1358002@HiroshimaArea,,3
a6eabfe5-f14c-483b-91d8-9207bef235d0,1359001@HiroshimaArea,,3
455f2517-3757-4afd-84e1-8ca5f3676463,1359002@HiroshimaArea,,3
e8d406de-7352-46f0-9839-9fb86ea6ab30,1360001@HiroshimaArea,,3
6343f6aa-194e-4bc0-88d5-b18c2c3f1705,1360002@HiroshimaArea,,3
67ee6ccb-7c01-4ed8-a49e-2bc07da54874,1361001@HiroshimaArea,,3
670364bc-2d88-4d59-b345-35071fd9e7be,1361002@HiroshimaArea,,3
95ad2850-df16-4a98-820d-31fffac0df4c,1362001@HiroshimaArea,,3
7328b401-7dec-4123-9c11-14a4648778b4,1362002@HiroshimaArea,,3
33e4ae44-fb68-4dc5-80b8-44132d31d4bc,1363001@HiroshimaArea,,3
dc6963d4-8550-428f-b169-44efe89f5a5d,1363002@HiroshimaArea,,3
6c0c37fb-e693-443e-9c44-bbf90b4d67b1,1364001@HiroshimaArea,,3
4dfaf5f0-817c-41ee-a88e-3d2b77c17bbd,1364002@HiroshimaArea,,3
ba21e32a-7d1b-4f0b-90cb-31cc55dabbfd,1365001@HiroshimaArea,,3
66ca8b8e-d6dc-4c50-9900-9a4f5ac42e07,1365002@HiroshimaArea,,3
83573c06-6f31-4436-a650-ab8b0ed869dd,1366001@HiroshimaArea,,3
8dd4b9ce-aea6-49a0-be29-87a7568eed67,1366002@HiroshimaArea,,3
4e9bfa92-edb4-48e1-81fa-34bb4d771f60,1367001@HiroshimaArea,,3
dba3eb64-72f7-405e-9d5f-366192ed6303,1367002@HiroshimaArea,,3
88fe7c1b-6879-425b-9755-8a266ebc633a,1368001@HiroshimaArea,,3
f9ae4e72-e27f-4112-8c42-2b787c82f481,1368002@HiroshimaArea,,3
4a92db55-9b2b-4c7d-bf4a-b1a2d95c6966,1369001@HiroshimaArea,,3
8e57f2e1-80ae-433c-8be8-578997fe48ee,1369002@HiroshimaArea,,3
51a4ece7-a84b-4999-ba66-19cf6f4e2719,1370001@HiroshimaArea,,3
9fc96bd3-1108-486f-9542-4d6040465653,0014001@HiroshimaArea,,3
3161bbb9-8e01-4244-902a-c962087dd13b,0014002@HiroshimaArea,,3
be97aa51-d172-470a-bb09-c8c38c6f9007,1474001@HiroshimaArea,,3
67ff8ad4-8d90-47ad-9eb9-6afab2fdcbe9,1476001@HiroshimaArea,,3
6fa5354c-8785-4394-9b10-ca2db4aca604,1476002@HiroshimaArea,,3
448e584c-b49d-4ca0-be1c-b323e48d9f0d,1477001@HiroshimaArea,,3
11a0dace-249a-4599-8f40-3c3971edbf26,1477002@HiroshimaArea,,3
7c022809-f17f-4c76-9bfe-ac079f8a4cb0,1478001@HiroshimaArea,,3
fb2bd343-a4c3-4d18-b432-9b3926bf745a,1478002@HiroshimaArea,,3
e6bd5d09-ac73-4bbb-b88b-89f0baea3b1e,1479001@HiroshimaArea,,3
178b9309-1cd7-4460-8efb-172f2f6b0c0c,1479002@HiroshimaArea,,3
bf301f59-eda7-4722-8ef6-7bb058d46b58,1480001@HiroshimaArea,,3
86dfdb6a-0763-43ed-8bd8-e0337947f970,1480002@HiroshimaArea,,3
5a398651-bf69-4eff-9a29-022dc1d18bf8,1481001@HiroshimaArea,,3
683e131f-6549-4eaa-ad0d-3efc13e1bddb,1481002@HiroshimaArea,,3
38b7afee-2cf0-4cc9-a0a9-691bc199218c,1482001@HiroshimaArea,,3
d5dc357a-47b4-4772-829c-95a0d4292c2b,1482002@HiroshimaArea,,3
e2c7417f-ece9-4be8-a90f-b3f57538a722,1483001@HiroshimaArea,,3
feb86073-06b8-480f-a3a9-5bc686b669eb,1483002@HiroshimaArea,,3
27d92969-d2a5-497d-8793-e57c162e44e3,1484001@HiroshimaArea,,3
4dcdb9ff-0d96-455f-a882-b54db58378b0,1484002@HiroshimaArea,,3
27ed2362-5178-464b-b91f-229eeee413e5,1485001@HiroshimaArea,,3
bc914826-a48e-4952-b924-6a9af70a3411,1485002@HiroshimaArea,,3
e2081b53-f9a6-4608-8cfc-3ba6ed6ac224,1486001@HiroshimaArea,,3
b158b328-dcb9-4f17-9598-8c7d9d3cc91c,1486002@HiroshimaArea,,3
6761b8a9-5cc8-4618-9910-7cabb4788688,1487001@HiroshimaArea,,3
ae84ba86-d0b3-4e98-b0bc-1a6a0a84c319,1487002@HiroshimaArea,,3
23edd400-1557-46af-b6d4-d3858948c107,1488001@HiroshimaArea,,3
94489384-16a5-4e9c-9784-5beb6636b4c1,1488002@HiroshimaArea,,3
6b974d05-25f9-4553-a0e5-5c3f8ae32eb8,1488003@HiroshimaArea,,3
25ec2ca9-a14c-4bfb-a42f-a85754ad33e8,1488004@HiroshimaArea,,3
0e90792e-f9d0-4c48-b613-156cceeed6a4,1489001@HiroshimaArea,,3
f92a7af6-e2e2-4d57-9fe4-4c42c9cc6615,1489002@HiroshimaArea,,3
9f06dca4-23af-4472-a87e-f36822555562,1490001@HiroshimaArea,,3
022007fa-b5e4-4722-a5bc-73eef4ba591a,1490002@HiroshimaArea,,3
27198477-b207-41df-937a-cb32ec2809af,1491001@HiroshimaArea,,3
ed1d10a7-935d-4bff-a67e-19391fcf6d59,1491002@HiroshimaArea,,3
5e4105c5-19b5-413b-824d-d191ca9f0114,1492001@HiroshimaArea,,3
61955a4b-b466-4473-b9c2-0f4319fd29cd,1492002@HiroshimaArea,,3
0592dde1-831c-450d-a5eb-5408ad081856,1492003@HiroshimaArea,,3
2a8d2f49-2494-4022-bc42-53e418ac3205,1492004@HiroshimaArea,,3
0d4fcedb-cbb5-45ed-8eb4-ff1c6e198f6d,1494001@HiroshimaArea,,3
c2b5d251-acd5-4855-95b7-b6e8d5539201,1494002@HiroshimaArea,,3
4002c674-e0c1-482c-a928-d4f560a31be1,1494003@HiroshimaArea,,3
c2d51f55-6efc-4523-9dc5-ef7b64459dc7,1495001@HiroshimaArea,,3
0d115bc4-c60e-4bce-9e7a-6c5aaebc651c,1495002@HiroshimaArea,,3
6ed2d0d4-03a7-455d-8576-500dd288c6e1,1496001@HiroshimaArea,,3
bb4c7eac-518e-4942-b967-a60f3f60de41,1496002@HiroshimaArea,,3
dc98d4bb-0708-4792-9f3c-6dd99a70b57e,0015001@HiroshimaArea,,3
e9641d42-1fbf-490b-b519-560ddb8032df,0015002@HiroshimaArea,,3
1bbfb89f-29a9-4939-a997-7deab2f1897a,1505001@HiroshimaArea,,3
d3989085-576b-4a01-8824-cf00ec03a09f,1505002@HiroshimaArea,,3
d9e30213-b3ad-4fd7-8af7-a24c63c41527,1506001@HiroshimaArea,,3
374a92f8-ffa7-4a02-882f-e4a33a6998c3,1506002@HiroshimaArea,,3
473aa884-3084-4ca3-b69b-3749c98e13df,1507001@HiroshimaArea,,3
577372d6-1ec6-4342-abc7-b1fce7cc51de,1507002@HiroshimaArea,,3
50da4c3a-1dce-4b68-a864-95ed56eefa2d,1508001@HiroshimaArea,,3
5165987d-3298-44bb-bbd9-3cb9878459e7,1508002@HiroshimaArea,,3
b4b50f1e-e7ac-4d7b-a97a-41d8bf5b7e55,1509001@HiroshimaArea,,3
d1467dc0-2f76-48f3-882a-f4ff588d4bbb,1509002@HiroshimaArea,,3
61323127-acb7-4638-8bef-9e2763825f54,1511001@HiroshimaArea,,3
d83a32d2-d1ff-4fe1-a1ca-f1606a4ff247,1511002@HiroshimaArea,,3
af7331c0-2ea2-46da-b650-7cfe64080a3f,1548001@HiroshimaArea,,3
de9070fd-df1e-4f2e-9133-d6b1adce9df6,1548002@HiroshimaArea,,3
37809780-f33d-41d4-b46f-dce146e984fe,1549001@HiroshimaArea,,3
2e60ae6e-60ea-4c5a-a42a-0dfe0923b2da,1549002@HiroshimaArea,,3
9b55421d-c057-411f-830d-84d0f23fdd3d,1550001@HiroshimaArea,,3
4d8e54d4-2575-4f1d-b8bc-f74b0afd00e4,1550002@HiroshimaArea,,3
235c14d7-f8ff-4f46-8d0e-e49be56c877d,1551001@HiroshimaArea,,3
31c5abc0-c452-4ecd-bb64-ce84cbcba468,1551002@HiroshimaArea,,3
b9e30d80-5bcb-4875-956d-82956e1a7051,1552001@HiroshimaArea,,3
8913775c-7dbf-48b8-b572-973eac738a2a,1552002@HiroshimaArea,,3
c3a37559-7263-415c-bbe2-86e851542bb9,1553001@HiroshimaArea,,3
3af7cad5-ca00-4342-827e-e1e6b98e5761,1553002@HiroshimaArea,,3
7780de17-1f60-40f5-90d9-4109bff42c29,1554001@HiroshimaArea,,3
600a8f71-f46c-4b94-982d-f61cfec82d10,1554002@HiroshimaArea,,3
1d610d84-cc1e-4675-b3f7-b3731a2bc02a,1555001@HiroshimaArea,,3
12461e77-fd9e-46e4-bd44-a5cf8d0bbebe,1555002@HiroshimaArea,,3
799c55b1-b169-454c-9552-ff81d2aeb601,1569001@HiroshimaArea,,3
1697fada-1213-463e-b474-4ad3aa4d02e0,1569002@HiroshimaArea,,3
56f4a739-be18-4465-a1e6-a298439a9414,1570001@HiroshimaArea,,3
167f886d-f7f2-429d-a2cd-d8db98ddd4fd,1570002@HiroshimaArea,,3
40235e4f-7c24-42a7-b500-7580386fd7fe,1571001@HiroshimaArea,,3
08f27a71-c44c-462a-bcb6-b5dc880ee3e7,,,1
cc3ab12b-432b-4765-b1b3-a2d32c7d597a,0016001@HiroshimaArea,,3
75869cf8-5ad4-4e8a-9f82-396c62cc1df9,0016002@HiroshimaArea,,3
11030ab5-30ce-48b9-abd1-14378eaf3669,1611001@HiroshimaArea,,3
e4067e02-dada-4704-b7b0-3e3e2cfd6db2,1611002@HiroshimaArea,,3
37b792c8-2310-440f-bb4a-327b2fbe10c5,1612001@HiroshimaArea,,3
08c3d04f-b2c7-46cc-b07a-24348c113b51,1612002@HiroshimaArea,,3
51db6ff9-f481-4165-8325-06437843d2c0,1613001@HiroshimaArea,,3
96ae65da-ecc6-44d4-a24a-8dc345704a46,1613002@HiroshimaArea,,3
a85f3aa9-853d-45c3-bc1e-01ebbdca82c0,1614001@HiroshimaArea,,3
95486daf-9819-428c-9b22-80fc5a09ca1c,1614002@HiroshimaArea,,3
004d5c24-ac1e-4005-89c2-92d21de60c93,1615001@HiroshimaArea,,3
1b1321e5-b5ab-4aff-bc0b-70e63e1707dd,1615002@HiroshimaArea,,3
f7bd0c91-0e77-4c9e-9faf-522fa4d781ff,1616001@HiroshimaArea,,3
aed973ae-6868-4bb6-a942-765c23a30084,1616002@HiroshimaArea,,3
ff2c22e5-ea00-41e4-a124-49acb7933218,,,1
2c985587-fecc-4b44-906e-a0d4264b8452,1617002@HiroshimaArea,,3
19543bed-6e7f-4f77-9459-10d1aad27cf5,1617103@HiroshimaArea,,3
cd6b9e50-d3b2-45f6-adcd-bec2aad0d0c8,1617104@HiroshimaArea,,3
f8dec707-8dea-41cd-aa28-36b3ce4e581b,1618001@HiroshimaArea,,3
519dde9d-f097-4ad6-a110-419b4c896cfb,1618002@HiroshimaArea,,3
64be40ee-c53a-4fcb-923d-283a33295231,1619001@HiroshimaArea,,3
0bb816f7-8b36-4c0d-83a9-26de5ffd1ec5,1619002@HiroshimaArea,,3
17ad235e-8aab-4466-af21-71600ed65e5f,1635001@HiroshimaArea,,3
48aae4bf-54fc-4c25-aba9-82a2a1ecbe16,1635002@HiroshimaArea,,3
26690c27-7953-48a7-9102-d181b808672e,1636001@HiroshimaArea,,3
7aaa0300-81f3-4b18-98fa-bed89c5ff5d8,1636002@HiroshimaArea,,3
4cb23313-46b8-4f10-bcc7-a61824153e2e,1637001@HiroshimaArea,,3
5f127b6a-361e-44b3-827b-26a0d639568a,1637002@HiroshimaArea,,3
4907a61e-eee6-4636-932a-aa63b40a5783,1638001@HiroshimaArea,,3
43751ba6-0d3f-4f5d-ae2a-76d7430c0acc,1638002@HiroshimaArea,,3
76712f25-fc80-41ab-95f0-3ba5f6363b56,0017001@HiroshimaArea,,3
af2b2e85-aad9-45c3-9811-d7b145d231be,0017002@HiroshimaArea,,3
cd71a468-dc90-4a12-a010-7176c01f3f3b,1918001@HiroshimaArea,,3
5d2868d7-dea1-4023-86c9-24ee7086c94e,1918002@HiroshimaArea,,3
74c8a114-1483-4082-9d32-246b17d57692,1919001@HiroshimaArea,,3
64564b7a-79f1-496e-9a8b-3a98568b1128,1920001@HiroshimaArea,,3
88ff51ce-c9ea-418d-bc09-7fa8035b1fce,1930001@HiroshimaArea,,3
18353210-3a10-4150-b391-560e10f0d028,1930002@HiroshimaArea,,3
ef61ae7d-55df-412a-a8a7-5313702bd71d,1931001@HiroshimaArea,,3
244cf165-323b-4ac9-9ca6-fe0959ceeb55,1931002@HiroshimaArea,,3
2722cbc6-4071-44c9-b056-baf9bd8e0227,1931003@HiroshimaArea,,3
c02c79bc-9c38-45d1-b64f-097248d31418,1931201@HiroshimaArea,,3
bf810e89-e75a-4241-8076-2439f17da148,1931202@HiroshimaArea,,3
383363e3-6c34-4e75-8aa0-c79e865c17a6,1932001@HiroshimaArea,,3
1adfb656-815c-402e-a978-4d06af5dd3ba,1932002@HiroshimaArea,,3
adcd1300-89be-43de-89fb-add52ed441f4,1933001@HiroshimaArea,,3
ea5a37f6-fe54-4060-8235-4a3564946f58,1933002@HiroshimaArea,,3
0521f95e-2dcd-4c31-889e-80234da219b5,1934001@HiroshimaArea,,3
94c9c90d-f44e-40b4-8f33-89f0551e4579,1934002@HiroshimaArea,,3
1b6509eb-43a2-4f89-8887-9567c374ce09,1935001@HiroshimaArea,,3
3bd15111-988d-4544-869c-a5f7b2da3935,,,1
cf39e2c0-0d8a-479d-9921-2564d8a57805,1936001@HiroshimaArea,,3
9a6b2e53-1b62-4b47-922b-bae111cf7489,1936002@HiroshimaArea,,3
54e6eecf-32dd-40f0-88a8-81f453f0c1d2,1936201@HiroshimaArea,,3
6ae5f230-be7d-461e-9989-d2ba9f92be2c,1936202@HiroshimaArea,,3
b3632617-0f1d-49a0-89f2-2073c8fa4dfe,1937001@HiroshimaArea,,3
91ff5c53-5540-44ff-9bb3-044ad72c6c91,1937003@HiroshimaArea,,3
f85f0bba-cf53-44f4-82e6-b839fe8a059e,,,1
5fe9a32d-bc6d-4d63-93ea-1893ad6acee4,1937102@HiroshimaArea,,3
284dff31-58cb-4af5-9d1a-a19a2a74e7d3,1939001@HiroshimaArea,,3
032e58b9-e692-4354-8c9d-14ed27c2a7ae,1939002@HiroshimaArea,,3
b9903b99-a095-4f1a-829a-d16205ea15fa,1940001@HiroshimaArea,,3
8a488fc8-5d8e-4290-80f3-ebdcd8481005,1940002@HiroshimaArea,,3
84a606b5-8d22-46d1-9c47-f4375e8b5f01,1941001@HiroshimaArea,,3
92189ce5-eceb-41b4-bed8-a2092c6d063f,1941002@HiroshimaArea,,3
930da4f7-9548-421e-a58c-9688806524e5,1942001@HiroshimaArea,,3
066df34a-03a8-4239-9da7-faa64dbd2a15,1942002@HiroshimaArea,,3
1e80532f-841b-479b-ac38-f3bd704e55ea,1943001@HiroshimaArea,,3
a684291d-c33b-464e-9d96-23bfbe3d26bf,1943002@HiroshimaArea,,3
17a84ae2-8559-473b-b673-50c1b5ac65d4,1945001@HiroshimaArea,,3
d7547eee-d279-4a4b-83a4-9406e53e25b8,1945002@HiroshimaArea,,3
251e7906-8440-40d3-bc01-2a3777228447,1946001@HiroshimaArea,,3
c1e8e28c-9d79-4b5e-a2ce-37193c90f562,1946002@HiroshimaArea,,3
7fb03576-d3c7-445e-becc-298cae9feccb,1956001@HiroshimaArea,,3
52813b7e-7d86-4d80-994c-d688b63dbc1b,1956002@HiroshimaArea,,3
f5f15dbd-d1cc-4ea9-ba19-2fe4857a61f1,1957001@HiroshimaArea,,3
d4c2680b-fdad-41b5-91c0-32707752a054,1957002@HiroshimaArea,,3
37a8f197-a7c7-48d9-a356-6f6c8e8d32da,1958001@HiroshimaArea,,3
00a4f1aa-7fb8-4630-bd65-0f0d7c0e36cb,1958002@HiroshimaArea,,3
58698ed3-ca43-493a-867c-54e2743b5bdf,1959001@HiroshimaArea,,3
3eb31ed4-8d92-45a3-9bbc-9085131eb2e7,1959002@HiroshimaArea,,3
37f5334b-322c-4e5f-927f-0891c6dfa88b,1961001@HiroshimaArea,,3
2981562d-79c4-41a8-af92-3287017bfbd0,1961002@HiroshimaArea,,3
ac8324c9-7f4a-4e26-ab82-f9972a05b0ab,1962001@HiroshimaArea,,3
dac38fa2-02ee-4df1-9d25-7e88ddd4b50d,1962002@HiroshimaArea,,3
51d96fcf-d885-4906-bd0f-d9835369f435,1963001@HiroshimaArea,,3
a161bdda-ae14-4034-ba22-79394f89c0ef,1963002@HiroshimaArea,,3
846600f5-a472-4dec-87e1-99ea8c472040,1964001@HiroshimaArea,,3
2a8e3877-2154-4b66-84a4-04591b14c71f,1964002@HiroshimaArea,,3
3a9ddabd-8385-49b7-b3f0-37cd0995d004,1972001@HiroshimaArea,,3
3c0d4dfc-6876-4b27-97e8-b7bd648dc8db,1972002@HiroshimaArea,,3
b4c00934-be53-4477-bc2c-24b2ed8f55f8,1973001@HiroshimaArea,,3
876ce12b-37a9-4b68-ad85-dc0cc8adb350,1973002@HiroshimaArea,,3
1a41bd89-7893-4983-8b1d-9afe434523dd,1979001@HiroshimaArea,,3
453ed10a-93c0-47e4-b7ba-766801a2c032,1979002@HiroshimaArea,,3
e3159f68-2b70-45ca-b8b8-6497edbedd78,1980001@HiroshimaArea,,3
21304968-377a-4be7-9d81-17eef03c0ada,1980002@HiroshimaArea,,3
c88e0ca3-3648-42cd-8ad3-7a0a9af87b51,1981001@HiroshimaArea,,3
f8d5dd20-1f08-4052-913a-2b974310e6fb,1981002@HiroshimaArea,,3
d0774d9a-3b19-4b33-ac13-fec8d449b162,1982001@HiroshimaArea,,3
1e9cb53b-3eea-4aa8-bd02-8fcc66ad7dd5,1982002@HiroshimaArea,,3
87922b96-ddcd-4669-8eb1-713624f6e913,1983101@HiroshimaArea,,3
52a6124c-6b53-49a6-a87c-098e07ed16f9,1983102@HiroshimaArea,,3
c88b5bfd-042e-4d82-9dc0-cc9c21c80867,1984001@HiroshimaArea,,3
db12bf2d-8119-43a2-9e9b-bd53cf84bc45,1995002@HiroshimaArea,,3
7a6f659a-df1c-4e70-8137-ad4524585eea,1996001@HiroshimaArea,,3
63a088e6-038c-42f6-b5b5-e17d798fa0c6,1997001@HiroshimaArea,,3
bf790c9e-68db-4912-9a81-4ccd07b8b0d1,1998001@HiroshimaArea,,3
18e7d8f7-b8ed-4c6d-982b-68316f18af4d,2010001@HiroshimaArea,,3
2a9f7c1e-d599-4838-b927-139792255238,2010002@HiroshimaArea,,3
26effcc1-b7d1-454a-9f6b-6989da968f0d,,,1
bbd8a61e-ac43-4d34-ae92-14d67a3a038a,2017002@HiroshimaArea,,3
e5391ddb-f8d0-47df-8cf7-8fcde353c274,2032001@HiroshimaArea,,3
83779f94-1f57-47e8-b441-846b5ce7c17d,2032002@HiroshimaArea,,3
d45d0a2f-3a52-47cc-973a-4292edd3c0c4,2040001@HiroshimaArea,,3
1b4f3ba5-2d9d-4398-927b-cf2b9bea2398,2043601@HiroshimaArea,,3
3cc67c0a-fd72-4432-b801-4078011a9edf,2043602@HiroshimaArea,,3
7a40d09d-d9b8-414d-af44-cee85d71df13,2043701@HiroshimaArea,,3
76d9adf2-388d-4c9f-b9a7-70edef1d668f,2043702@HiroshimaArea,,3
9a924b00-dc38-4b54-abc3-a5d7390a1b68,2043703@HiroshimaArea,,3
6b92831a-94d1-4fd1-9d63-367d75f10276,2043801@HiroshimaArea,,3
35946e3a-d4d3-4dff-8289-0d13280dac02,2043802@HiroshimaArea,,3
0fb9f707-0999-42ef-b75d-99104968de20,2043901@HiroshimaArea,,3
d975b5e0-9a99-4307-a76b-282509c4df2b,2043902@HiroshimaArea,,3
bf87fde4-aa11-4431-9180-ee64e49f8915,2044001@HiroshimaArea,,3
d9d98810-ff3d-40d0-a09f-fd98af1bda85,2044002@HiroshimaArea,,3
0fa7a514-8ccc-4121-8ae0-553878169fa1,2045001@HiroshimaArea,,3
1b97a6fe-7e19-4869-bbe5-b61c3cee1e8d,2045002@HiroshimaArea,,3
812d4213-fdf9-4d70-9b16-bde97aa1c47f,2046001@HiroshimaArea,,3
ee4263ee-bbcc-4376-8176-e2a0a953e655,2046002@HiroshimaArea,,3
4a257474-c7c5-4942-947e-e10ab4b4901c,2047001@HiroshimaArea,,3
f63ae1be-877a-4e57-96b2-9eda191fdd8f,2047002@HiroshimaArea,,3
b48d0496-6f41-4cf9-81e4-4450bbce4878,2048001@HiroshimaArea,,3
91a4dce8-fa5d-4379-8d35-f96aa906515c,,,1
ec1d1190-8ad8-43e6-9c19-1d4157430d6e,2049001@HiroshimaArea,,3
9acef570-b8ab-48b5-92a2-213d16b8f3d2,2050001@HiroshimaArea,,3
